Method,N,Time
Force,2586,354
CIM,2587,76
Force,2587,366
CIM,2588,120
Force,2588,349
CIM,2589,93
Force,2589,376
CIM,2590,113
Force,2590,360
CIM,2591,113
Force,2591,370
CIM,2592,116
Force,2592,296
CIM,2593,127
Force,2593,365
CIM,2594,120
Force,2594,342
CIM,2595,126
Force,2595,354
CIM,2596,89
Force,2596,416
CIM,2597,123
Force,2597,367
CIM,2598,79
Force,2598,374
CIM,2599,115
Force,2599,366
CIM,2600,102
Force,2600,381
CIM,2601,114
Force,2601,340
CIM,2602,125
Force,2602,365
CIM,2603,118
Force,2603,297
CIM,2604,127
Force,2604,364
CIM,2605,119
Force,2605,383
CIM,2606,125
Force,2606,361
CIM,2607,77
Force,2607,384
CIM,2608,118
Force,2608,366
CIM,2609,85
Force,2609,384
CIM,2610,116
Force,2610,363
CIM,2611,113
Force,2611,372
CIM,2612,115
Force,2612,302
CIM,2613,126
Force,2613,375
CIM,2614,127
Force,2614,387
CIM,2615,124
Force,2615,361
CIM,2616,82
Force,2616,383
CIM,2617,126
Force,2617,365
CIM,2618,89
Force,2618,384
CIM,2619,124
Force,2619,368
CIM,2620,125
Force,2620,376
CIM,2621,124
Force,2621,296
CIM,2622,122
Force,2622,380
CIM,2623,129
Force,2623,407
CIM,2624,123
Force,2624,384
CIM,2625,79
Force,2625,437
CIM,2626,134
Force,2626,379
CIM,2627,102
Force,2627,400
CIM,2628,122
Force,2628,345
CIM,2629,124
Force,2629,389
CIM,2630,126
Force,2630,316
CIM,2631,122
Force,2631,387
CIM,2632,98
Force,2632,397
CIM,2633,121
Force,2633,389
CIM,2634,83
Force,2634,397
CIM,2635,123
Force,2635,386
CIM,2636,121
Force,2636,384
CIM,2637,122
Force,2637,306
CIM,2638,124
Force,2638,377
CIM,2639,117
Force,2639,403
CIM,2640,124
Force,2640,368
CIM,2641,78
Force,2641,400
CIM,2642,124
Force,2642,386
CIM,2643,128
Force,2643,388
CIM,2644,123
Force,2644,316
CIM,2645,130
Force,2645,376
CIM,2646,107
Force,2646,397
CIM,2647,129
Force,2647,377
CIM,2648,78
Force,2648,401
CIM,2649,130
Force,2649,381
CIM,2650,126
Force,2650,388
CIM,2651,129
Force,2651,323
CIM,2652,131
Force,2652,392
CIM,2653,101
Force,2653,416
CIM,2654,124
Force,2654,403
CIM,2655,98
Force,2655,411
CIM,2656,128
Force,2656,367
CIM,2657,133
Force,2657,400
CIM,2658,128
Force,2658,341
CIM,2659,133
Force,2659,406
CIM,2660,83
Force,2660,417
CIM,2661,125
Force,2661,389
CIM,2662,91
Force,2662,420
CIM,2663,125
Force,2663,339
CIM,2664,124
Force,2664,506
CIM,2665,160
Force,2665,353
CIM,2666,137
Force,2666,385
CIM,2667,91
Force,2667,409
CIM,2668,133
Force,2668,388
CIM,2669,122
Force,2669,407
CIM,2670,131
Force,2670,336
CIM,2671,130
Force,2671,384
CIM,2672,135
Force,2672,405
CIM,2673,133
Force,2673,400
CIM,2674,80
Force,2674,422
CIM,2675,129
Force,2675,384
CIM,2676,128
Force,2676,394
CIM,2677,126
Force,2677,333
CIM,2678,129
Force,2678,405
CIM,2679,83
Force,2679,419
CIM,2680,131
Force,2680,400
CIM,2681,126
Force,2681,415
CIM,2682,136
Force,2682,320
CIM,2683,135
Force,2683,398
CIM,2684,124
Force,2684,432
CIM,2685,129
Force,2685,415
CIM,2686,91
Force,2686,427
CIM,2687,133
Force,2687,368
CIM,2688,142
Force,2688,400
CIM,2689,132
Force,2689,400
CIM,2690,136
Force,2690,402
CIM,2691,90
Force,2691,425
CIM,2692,143
Force,2692,384
CIM,2693,145
Force,2693,400
CIM,2694,149
Force,2694,353
CIM,2695,149
Force,2695,404
CIM,2696,89
Force,2696,412
CIM,2697,148
Force,2697,544
CIM,2698,136
Force,2698,401
CIM,2699,139
Force,2699,347
CIM,2700,135
Force,2700,396
CIM,2701,86
Force,2701,420
CIM,2702,136
Force,2702,437
CIM,2703,138
Force,2703,416
CIM,2704,147
Force,2704,345
CIM,2705,149
Force,2705,409
CIM,2706,94
Force,2706,426
CIM,2707,142
Force,2707,423
CIM,2708,133
Force,2708,425
CIM,2709,137
Force,2709,360
CIM,2710,135
Force,2710,423
CIM,2711,90
Force,2711,438
CIM,2712,142
Force,2712,407
CIM,2713,135
Force,2713,535
CIM,2714,148
Force,2714,367
CIM,2715,149
Force,2715,423
CIM,2716,112
Force,2716,445
CIM,2717,137
Force,2717,381
CIM,2718,136
Force,2718,411
CIM,2719,133
Force,2719,412
CIM,2720,146
Force,2720,424
CIM,2721,84
Force,2721,432
CIM,2722,137
Force,2722,369
CIM,2723,141
Force,2723,423
CIM,2724,138
Force,2724,429
CIM,2725,149
Force,2725,424
CIM,2726,99
Force,2726,442
CIM,2727,147
Force,2727,343
CIM,2728,149
Force,2728,426
CIM,2729,124
Force,2729,446
CIM,2730,146
Force,2730,437
CIM,2731,106
Force,2731,440
CIM,2732,145
Force,2732,352
CIM,2733,140
Force,2733,434
CIM,2734,115
Force,2734,450
CIM,2735,154
Force,2735,430
CIM,2736,131
Force,2736,452
CIM,2737,143
Force,2737,340
CIM,2738,140
Force,2738,421
CIM,2739,97
Force,2739,429
CIM,2740,145
Force,2740,425
CIM,2741,144
Force,2741,426
CIM,2742,137
Force,2742,392
CIM,2743,152
Force,2743,409
CIM,2744,97
Force,2744,427
CIM,2745,155
Force,2745,351
CIM,2746,157
Force,2746,425
CIM,2747,129
Force,2747,452
CIM,2748,150
Force,2748,419
CIM,2749,127
Force,2749,429
CIM,2750,147
Force,2750,338
CIM,2751,149
Force,2751,423
CIM,2752,95
Force,2752,461
CIM,2753,146
Force,2753,429
CIM,2754,151
Force,2754,433
CIM,2755,153
Force,2755,429
CIM,2756,146
Force,2756,428
CIM,2757,106
Force,2757,474
CIM,2758,147
Force,2758,350
CIM,2759,152
Force,2759,444
CIM,2760,99
Force,2760,468
CIM,2761,150
Force,2761,447
CIM,2762,147
Force,2762,427
CIM,2763,143
Force,2763,406
CIM,2764,146
Force,2764,433
CIM,2765,101
Force,2765,470
CIM,2766,148
Force,2766,346
CIM,2767,145
Force,2767,431
CIM,2768,104
Force,2768,462
CIM,2769,149
Force,2769,441
CIM,2770,158
Force,2770,464
CIM,2771,235
Force,2771,467
CIM,2772,148
Force,2772,445
CIM,2773,113
Force,2773,463
CIM,2774,146
Force,2774,357
CIM,2775,155
Force,2775,444
CIM,2776,93
Force,2776,468
CIM,2777,153
Force,2777,399
CIM,2778,157
Force,2778,463
CIM,2779,146
Force,2779,473
CIM,2780,167
Force,2780,446
CIM,2781,139
Force,2781,467
CIM,2782,155
Force,2782,361
CIM,2783,155
Force,2783,459
CIM,2784,87
Force,2784,475
CIM,2785,157
Force,2785,366
CIM,2786,152
Force,2786,450
CIM,2787,116
Force,2787,461
CIM,2788,159
Force,2788,451
CIM,2789,155
Force,2789,433
CIM,2790,151
Force,2790,454
CIM,2791,153
Force,2791,433
CIM,2792,133
Force,2792,463
CIM,2793,157
Force,2793,363
CIM,2794,153
Force,2794,437
CIM,2795,95
Force,2795,453
CIM,2796,165
Force,2796,382
CIM,2797,160
Force,2797,443
CIM,2798,101
Force,2798,472
CIM,2799,163
Force,2799,400
CIM,2800,161
Force,2800,444
CIM,2801,140
Force,2801,458
CIM,2802,163
Force,2802,454
CIM,2803,155
Force,2803,465
CIM,2804,164
Force,2804,368
CIM,2805,169
Force,2805,452
CIM,2806,98
Force,2806,466
CIM,2807,157
Force,2807,360
CIM,2808,163
Force,2808,459
CIM,2809,91
Force,2809,485
CIM,2810,153
Force,2810,381
CIM,2811,167
Force,2811,455
CIM,2812,112
Force,2812,480
CIM,2813,156
Force,2813,462
CIM,2814,162
Force,2814,484
CIM,2815,138
Force,2815,499
CIM,2816,167
Force,2816,476
CIM,2817,161
Force,2817,474
CIM,2818,162
Force,2818,487
CIM,2819,170
Force,2819,461
CIM,2820,150
Force,2820,463
CIM,2821,161
Force,2821,400
CIM,2822,160
Force,2822,489
CIM,2823,114
Force,2823,503
CIM,2824,166
Force,2824,361
CIM,2825,187
Force,2825,464
CIM,2826,100
Force,2826,493
CIM,2827,160
Force,2827,486
CIM,2828,171
Force,2828,469
CIM,2829,96
Force,2829,494
CIM,2830,163
Force,2830,396
CIM,2831,156
Force,2831,476
CIM,2832,109
Force,2832,500
CIM,2833,168
Force,2833,398
CIM,2834,167
Force,2834,460
CIM,2835,111
Force,2835,484
CIM,2836,159
Force,2836,413
CIM,2837,168
Force,2837,449
CIM,2838,133
Force,2838,466
CIM,2839,171
Force,2839,422
CIM,2840,164
Force,2840,465
CIM,2841,124
Force,2841,478
CIM,2842,171
Force,2842,463
CIM,2843,201
Force,2843,499
CIM,2844,139
Force,2844,488
CIM,2845,168
Force,2845,417
CIM,2846,171
Force,2846,476
CIM,2847,112
Force,2847,507
CIM,2848,174
Force,2848,436
CIM,2849,167
Force,2849,498
CIM,2850,117
Force,2850,501
CIM,2851,165
Force,2851,411
CIM,2852,166
Force,2852,476
CIM,2853,105
Force,2853,516
CIM,2854,172
Force,2854,410
CIM,2855,170
Force,2855,481
CIM,2856,110
Force,2856,503
CIM,2857,161
Force,2857,392
CIM,2858,164
Force,2858,475
CIM,2859,107
Force,2859,502
CIM,2860,165
Force,2860,377
CIM,2861,165
Force,2861,476
CIM,2862,96
Force,2862,500
CIM,2863,165
Force,2863,371
CIM,2864,174
Force,2864,501
CIM,2865,99
Force,2865,488
CIM,2866,168
Force,2866,372
CIM,2867,176
Force,2867,485
CIM,2868,103
Force,2868,491
CIM,2869,173
Force,2869,369
CIM,2870,177
Force,2870,495
CIM,2871,105
Force,2871,510
CIM,2872,165
Force,2872,384
CIM,2873,174
Force,2873,500
CIM,2874,115
Force,2874,517
CIM,2875,174
Force,2875,391
CIM,2876,171
Force,2876,494
CIM,2877,117
Force,2877,527
CIM,2878,180
Force,2878,399
CIM,2879,172
Force,2879,493
CIM,2880,126
Force,2880,508
CIM,2881,182
Force,2881,410
CIM,2882,214
Force,2882,486
CIM,2883,143
Force,2883,502
CIM,2884,170
Force,2884,432
CIM,2885,180
Force,2885,472
CIM,2886,152
Force,2886,506
CIM,2887,172
Force,2887,470
CIM,2888,171
Force,2888,478
CIM,2889,182
Force,2889,515
CIM,2890,172
Force,2890,491
CIM,2891,180
Force,2891,483
CIM,2892,181
Force,2892,500
CIM,2893,175
Force,2893,522
CIM,2894,185
Force,2894,520
CIM,2895,178
Force,2895,505
CIM,2896,142
Force,2896,539
CIM,2897,184
Force,2897,430
CIM,2898,180
Force,2898,504
CIM,2899,99
Force,2899,538
CIM,2900,183
Force,2900,386
CIM,2901,179
Force,2901,495
CIM,2902,111
Force,2902,532
CIM,2903,175
Force,2903,400
CIM,2904,189
Force,2904,518
CIM,2905,136
Force,2905,543
CIM,2906,174
Force,2906,439
CIM,2907,195
Force,2907,500
CIM,2908,170
Force,2908,519
CIM,2909,174
Force,2909,514
CIM,2910,179
Force,2910,486
CIM,2911,182
Force,2911,512
CIM,2912,125
Force,2912,548
CIM,2913,190
Force,2913,403
CIM,2914,177
Force,2914,500
CIM,2915,100
Force,2915,538
CIM,2916,191
Force,2916,387
CIM,2917,182
Force,2917,511
CIM,2918,143
Force,2918,542
CIM,2919,187
Force,2919,455
CIM,2920,192
Force,2920,531
CIM,2921,174
Force,2921,499
CIM,2922,143
Force,2922,509
CIM,2923,180
Force,2923,411
CIM,2924,186
Force,2924,532
CIM,2925,113
Force,2925,527
CIM,2926,189
Force,2926,397
CIM,2927,181
Force,2927,497
CIM,2928,144
Force,2928,542
CIM,2929,190
Force,2929,607
CIM,2930,185
Force,2930,506
CIM,2931,190
Force,2931,516
CIM,2932,123
Force,2932,538
CIM,2933,184
Force,2933,404
CIM,2934,196
Force,2934,518
CIM,2935,119
Force,2935,557
CIM,2936,187
Force,2936,457
CIM,2937,190
Force,2937,525
CIM,2938,189
Force,2938,544
CIM,2939,287
Force,2939,548
CIM,2940,183
Force,2940,470
CIM,2941,196
Force,2941,530
CIM,2942,119
Force,2942,542
CIM,2943,185
Force,2943,406
CIM,2944,199
Force,2944,519
CIM,2945,142
Force,2945,534
CIM,2946,185
Force,2946,508
CIM,2947,194
Force,2947,495
CIM,2948,194
Force,2948,524
CIM,2949,119
Force,2949,547
CIM,2950,197
Force,2950,399
CIM,2951,193
Force,2951,535
CIM,2952,136
Force,2952,549
CIM,2953,202
Force,2953,496
CIM,2954,188
Force,2954,519
CIM,2955,196
Force,2955,531
CIM,2956,115
Force,2956,557
CIM,2957,190
Force,2957,408
CIM,2958,194
Force,2958,542
CIM,2959,157
Force,2959,562
CIM,2960,205
Force,2960,549
CIM,2961,201
Force,2961,478
CIM,2962,193
Force,2962,537
CIM,2963,114
Force,2963,555
CIM,2964,190
Force,2964,425
CIM,2965,192
Force,2965,540
CIM,2966,181
Force,2966,528
CIM,2967,181
Force,2967,556
CIM,2968,206
Force,2968,445
CIM,2969,192
Force,2969,500
CIM,2970,114
Force,2970,569
CIM,2971,198
Force,2971,445
CIM,2972,190
Force,2972,532
CIM,2973,199
Force,2973,552
CIM,2974,124
Force,2974,571
CIM,2975,191
Force,2975,407
CIM,2976,202
Force,2976,546
CIM,2977,153
Force,2977,591
CIM,2978,204
Force,2978,589
CIM,2979,194
Force,2979,460
CIM,2980,208
Force,2980,555
CIM,2981,118
Force,2981,576
CIM,2982,199
Force,2982,460
CIM,2983,203
Force,2983,546
CIM,2984,196
Force,2984,559
CIM,2985,119
Force,2985,579
CIM,2986,191
Force,2986,425
CIM,2987,200
Force,2987,553
CIM,2988,199
Force,2988,570
CIM,2989,164
Force,2989,585
CIM,2990,193
Force,2990,441
CIM,2991,193
Force,2991,548
CIM,2992,141
Force,2992,574
CIM,2993,193
Force,2993,542
CIM,2994,204
Force,2994,480
CIM,2995,203
Force,2995,561
CIM,2996,115
Force,2996,584
CIM,2997,199
Force,2997,465
CIM,2998,197
Force,2998,546
CIM,2999,206
Force,2999,565
