Method,N,Time
Force,2586,112
CIM,2587,111
Force,2587,110
CIM,2588,103
Force,2588,114
CIM,2589,111
Force,2589,109
CIM,2590,109
Force,2590,107
CIM,2591,98
Force,2591,126
CIM,2592,105
Force,2592,105
CIM,2593,105
Force,2593,114
CIM,2594,99
Force,2594,113
CIM,2595,104
Force,2595,106
CIM,2596,111
Force,2596,109
CIM,2597,87
Force,2597,114
CIM,2598,105
Force,2598,113
CIM,2599,106
Force,2599,108
CIM,2600,81
Force,2600,121
CIM,2601,113
Force,2601,110
CIM,2602,105
Force,2602,107
CIM,2603,81
Force,2603,119
CIM,2604,104
Force,2604,106
CIM,2605,107
Force,2605,114
CIM,2606,73
Force,2606,114
CIM,2607,103
Force,2607,115
CIM,2608,109
Force,2608,109
CIM,2609,74
Force,2609,116
CIM,2610,112
Force,2610,112
CIM,2611,107
Force,2611,107
CIM,2612,72
Force,2612,122
CIM,2613,111
Force,2613,112
CIM,2614,106
Force,2614,109
CIM,2615,80
Force,2615,123
CIM,2616,113
Force,2616,109
CIM,2617,116
Force,2617,114
CIM,2618,76
Force,2618,117
CIM,2619,109
Force,2619,116
CIM,2620,110
Force,2620,111
CIM,2621,85
Force,2621,117
CIM,2622,117
Force,2622,109
CIM,2623,107
Force,2623,108
CIM,2624,94
Force,2624,123
CIM,2625,111
Force,2625,109
CIM,2626,110
Force,2626,115
CIM,2627,98
Force,2627,119
CIM,2628,109
Force,2628,116
CIM,2629,116
Force,2629,110
CIM,2630,107
Force,2630,115
CIM,2631,117
Force,2631,112
CIM,2632,110
Force,2632,124
CIM,2633,118
Force,2633,115
CIM,2634,115
Force,2634,111
CIM,2635,107
Force,2635,125
CIM,2636,119
Force,2636,111
CIM,2637,114
Force,2637,118
CIM,2638,84
Force,2638,123
CIM,2639,113
Force,2639,119
CIM,2640,114
Force,2640,113
CIM,2641,75
Force,2641,119
CIM,2642,118
Force,2642,116
CIM,2643,110
Force,2643,112
CIM,2644,76
Force,2644,128
CIM,2645,110
Force,2645,114
CIM,2646,110
Force,2646,118
CIM,2647,84
Force,2647,120
CIM,2648,112
Force,2648,120
CIM,2649,116
Force,2649,113
CIM,2650,107
Force,2650,120
CIM,2651,120
Force,2651,116
CIM,2652,110
Force,2652,129
CIM,2653,121
Force,2653,117
CIM,2654,115
Force,2654,114
CIM,2655,111
Force,2655,126
CIM,2656,113
Force,2656,114
CIM,2657,115
Force,2657,121
CIM,2658,84
Force,2658,122
CIM,2659,114
Force,2659,121
CIM,2660,123
Force,2660,120
CIM,2661,77
Force,2661,123
CIM,2662,118
Force,2662,114
CIM,2663,114
Force,2663,113
CIM,2664,90
Force,2664,127
CIM,2665,118
Force,2665,113
CIM,2666,119
Force,2666,120
CIM,2667,104
Force,2667,121
CIM,2668,114
Force,2668,121
CIM,2669,116
Force,2669,126
CIM,2670,115
Force,2670,122
CIM,2671,119
Force,2671,114
CIM,2672,94
Force,2672,128
CIM,2673,126
Force,2673,119
CIM,2674,121
Force,2674,121
CIM,2675,78
Force,2675,124
CIM,2676,117
Force,2676,115
CIM,2677,121
Force,2677,117
CIM,2678,87
Force,2678,123
CIM,2679,122
Force,2679,119
CIM,2680,135
Force,2680,117
CIM,2681,109
Force,2681,128
CIM,2682,115
Force,2682,115
CIM,2683,118
Force,2683,136
CIM,2684,120
Force,2684,116
CIM,2685,119
Force,2685,121
CIM,2686,89
Force,2686,123
CIM,2687,121
Force,2687,125
CIM,2688,122
Force,2688,116
CIM,2689,82
Force,2689,133
CIM,2690,122
Force,2690,120
CIM,2691,120
Force,2691,124
CIM,2692,96
Force,2692,125
CIM,2693,117
Force,2693,117
CIM,2694,125
Force,2694,130
CIM,2695,121
Force,2695,119
CIM,2696,132
Force,2696,131
CIM,2697,93
Force,2697,126
CIM,2698,126
Force,2698,122
CIM,2699,119
Force,2699,117
CIM,2700,115
Force,2700,133
CIM,2701,120
Force,2701,117
CIM,2702,128
Force,2702,122
CIM,2703,111
Force,2703,124
CIM,2704,125
Force,2704,121
CIM,2705,121
Force,2705,132
CIM,2706,121
Force,2706,115
CIM,2707,121
Force,2707,118
CIM,2708,86
Force,2708,133
CIM,2709,128
Force,2709,119
CIM,2710,122
Force,2710,128
CIM,2711,85
Force,2711,128
CIM,2712,125
Force,2712,127
CIM,2713,126
Force,2713,120
CIM,2714,123
Force,2714,134
CIM,2715,127
Force,2715,121
CIM,2716,118
Force,2716,139
CIM,2717,130
Force,2717,120
CIM,2718,132
Force,2718,128
CIM,2719,87
Force,2719,132
CIM,2720,120
Force,2720,127
CIM,2721,128
Force,2721,124
CIM,2722,102
Force,2722,136
CIM,2723,139
Force,2723,124
CIM,2724,122
Force,2724,137
CIM,2725,128
Force,2725,121
CIM,2726,127
Force,2726,127
CIM,2727,88
Force,2727,132
CIM,2728,124
Force,2728,129
CIM,2729,127
Force,2729,122
CIM,2730,89
Force,2730,136
CIM,2731,124
Force,2731,126
CIM,2732,125
Force,2732,140
CIM,2733,125
Force,2733,123
CIM,2734,125
Force,2734,129
CIM,2735,89
Force,2735,131
CIM,2736,127
Force,2736,126
CIM,2737,127
Force,2737,126
CIM,2738,90
Force,2738,129
CIM,2739,132
Force,2739,127
CIM,2740,125
Force,2740,132
CIM,2741,134
Force,2741,125
CIM,2742,130
Force,2742,130
CIM,2743,90
Force,2743,135
CIM,2744,131
Force,2744,123
CIM,2745,134
Force,2745,126
CIM,2746,103
Force,2746,131
CIM,2747,132
Force,2747,127
CIM,2748,125
Force,2748,147
CIM,2749,132
Force,2749,126
CIM,2750,128
Force,2750,131
CIM,2751,88
Force,2751,139
CIM,2752,132
Force,2752,132
CIM,2753,132
Force,2753,127
CIM,2754,117
Force,2754,137
CIM,2755,138
Force,2755,129
CIM,2756,131
Force,2756,141
CIM,2757,137
Force,2757,124
CIM,2758,131
Force,2758,130
CIM,2759,87
Force,2759,135
CIM,2760,131
Force,2760,131
CIM,2761,137
Force,2761,129
CIM,2762,130
Force,2762,141
CIM,2763,138
Force,2763,126
CIM,2764,106
Force,2764,138
CIM,2765,135
Force,2765,126
CIM,2766,136
Force,2766,129
CIM,2767,91
Force,2767,137
CIM,2768,135
Force,2768,126
CIM,2769,137
Force,2769,138
CIM,2770,141
Force,2770,131
CIM,2771,137
Force,2771,126
CIM,2772,94
Force,2772,138
CIM,2773,132
Force,2773,125
CIM,2774,144
Force,2774,131
CIM,2775,129
Force,2775,132
CIM,2776,141
Force,2776,129
CIM,2777,111
Force,2777,144
CIM,2778,134
Force,2778,130
CIM,2779,137
Force,2779,135
CIM,2780,97
Force,2780,141
CIM,2781,137
Force,2781,137
CIM,2782,149
Force,2782,152
CIM,2783,139
Force,2783,130
CIM,2784,142
Force,2784,128
CIM,2785,89
Force,2785,143
CIM,2786,142
Force,2786,128
CIM,2787,142
Force,2787,150
CIM,2788,138
Force,2788,128
CIM,2789,145
Force,2789,133
CIM,2790,91
Force,2790,138
CIM,2791,145
Force,2791,135
CIM,2792,139
Force,2792,137
CIM,2793,129
Force,2793,138
CIM,2794,136
Force,2794,137
CIM,2795,113
Force,2795,137
CIM,2796,137
Force,2796,137
CIM,2797,143
Force,2797,132
CIM,2798,105
Force,2798,145
CIM,2799,147
Force,2799,133
CIM,2800,139
Force,2800,142
CIM,2801,138
Force,2801,130
CIM,2802,149
Force,2802,134
CIM,2803,95
Force,2803,138
CIM,2804,147
Force,2804,133
CIM,2805,142
Force,2805,158
CIM,2806,144
Force,2806,131
CIM,2807,140
Force,2807,136
CIM,2808,92
Force,2808,140
CIM,2809,143
Force,2809,137
CIM,2810,147
Force,2810,140
CIM,2811,145
Force,2811,136
CIM,2812,144
Force,2812,131
CIM,2813,96
Force,2813,146
CIM,2814,141
Force,2814,130
CIM,2815,147
Force,2815,146
CIM,2816,145
Force,2816,139
CIM,2817,149
Force,2817,136
CIM,2818,91
Force,2818,147
CIM,2819,153
Force,2819,138
CIM,2820,146
Force,2820,145
CIM,2821,147
Force,2821,133
CIM,2822,152
Force,2822,159
CIM,2823,92
Force,2823,137
CIM,2824,150
Force,2824,136
CIM,2825,146
Force,2825,153
CIM,2826,147
Force,2826,134
CIM,2827,151
Force,2827,134
CIM,2828,93
Force,2828,140
CIM,2829,150
Force,2829,134
CIM,2830,147
Force,2830,153
CIM,2831,156
Force,2831,137
CIM,2832,145
Force,2832,140
CIM,2833,100
Force,2833,152
CIM,2834,145
Force,2834,142
CIM,2835,148
Force,2835,152
CIM,2836,151
Force,2836,134
CIM,2837,150
Force,2837,138
CIM,2838,102
Force,2838,148
CIM,2839,149
Force,2839,136
CIM,2840,142
Force,2840,148
CIM,2841,148
Force,2841,142
CIM,2842,147
Force,2842,135
CIM,2843,105
Force,2843,151
CIM,2844,160
Force,2844,139
CIM,2845,138
Force,2845,146
CIM,2846,146
Force,2846,135
CIM,2847,155
Force,2847,142
CIM,2848,110
Force,2848,147
CIM,2849,150
Force,2849,141
CIM,2850,119
Force,2850,153
CIM,2851,160
Force,2851,140
CIM,2852,151
Force,2852,136
CIM,2853,123
Force,2853,146
CIM,2854,160
Force,2854,141
CIM,2855,113
Force,2855,151
CIM,2856,156
Force,2856,143
CIM,2857,151
Force,2857,144
CIM,2858,151
Force,2858,149
CIM,2859,155
Force,2859,142
CIM,2860,99
Force,2860,145
CIM,2861,162
Force,2861,142
CIM,2862,153
Force,2862,158
CIM,2863,155
Force,2863,138
CIM,2864,160
Force,2864,139
CIM,2865,102
Force,2865,148
CIM,2866,156
Force,2866,143
CIM,2867,139
Force,2867,148
CIM,2868,160
Force,2868,141
CIM,2869,153
Force,2869,147
CIM,2870,116
Force,2870,146
CIM,2871,158
Force,2871,140
CIM,2872,117
Force,2872,151
CIM,2873,158
Force,2873,144
CIM,2874,152
Force,2874,146
CIM,2875,168
Force,2875,148
CIM,2876,158
Force,2876,142
CIM,2877,106
Force,2877,145
CIM,2878,162
Force,2878,142
CIM,2879,158
Force,2879,158
CIM,2880,156
Force,2880,143
CIM,2881,157
Force,2881,148
CIM,2882,108
Force,2882,148
CIM,2883,159
Force,2883,142
CIM,2884,128
Force,2884,148
CIM,2885,170
Force,2885,146
CIM,2886,160
Force,2886,148
CIM,2887,149
Force,2887,153
CIM,2888,161
Force,2888,142
CIM,2889,102
Force,2889,158
CIM,2890,166
Force,2890,151
CIM,2891,160
Force,2891,161
CIM,2892,172
Force,2892,143
CIM,2893,174
Force,2893,147
CIM,2894,110
Force,2894,151
CIM,2895,165
Force,2895,145
CIM,2896,115
Force,2896,176
CIM,2897,167
Force,2897,172
CIM,2898,180
Force,2898,155
CIM,2899,200
Force,2899,170
CIM,2900,190
Force,2900,194
CIM,2901,106
Force,2901,161
CIM,2902,189
Force,2902,157
CIM,2903,165
Force,2903,174
CIM,2904,213
Force,2904,188
CIM,2905,169
Force,2905,146
CIM,2906,132
Force,2906,213
CIM,2907,168
Force,2907,143
CIM,2908,111
Force,2908,162
CIM,2909,181
Force,2909,154
CIM,2910,181
Force,2910,155
CIM,2911,167
Force,2911,159
CIM,2912,167
Force,2912,145
CIM,2913,119
Force,2913,152
CIM,2914,169
Force,2914,153
CIM,2915,114
Force,2915,161
CIM,2916,170
Force,2916,152
CIM,2917,166
Force,2917,154
CIM,2918,172
Force,2918,149
CIM,2919,167
Force,2919,151
CIM,2920,117
Force,2920,157
CIM,2921,171
Force,2921,152
CIM,2922,111
Force,2922,156
CIM,2923,173
Force,2923,145
CIM,2924,166
Force,2924,163
CIM,2925,165
Force,2925,147
CIM,2926,172
Force,2926,149
CIM,2927,135
Force,2927,164
CIM,2928,177
Force,2928,147
CIM,2929,106
Force,2929,167
CIM,2930,169
Force,2930,148
CIM,2931,183
Force,2931,156
CIM,2932,165
Force,2932,158
CIM,2933,168
Force,2933,149
CIM,2934,159
Force,2934,159
CIM,2935,169
Force,2935,155
CIM,2936,108
Force,2936,156
CIM,2937,168
Force,2937,153
CIM,2938,163
Force,2938,158
CIM,2939,178
Force,2939,147
CIM,2940,167
Force,2940,159
CIM,2941,144
Force,2941,157
CIM,2942,179
Force,2942,149
CIM,2943,101
Force,2943,164
CIM,2944,176
Force,2944,151
CIM,2945,150
Force,2945,168
CIM,2946,179
Force,2946,152
CIM,2947,183
Force,2947,151
CIM,2948,170
Force,2948,157
CIM,2949,172
Force,2949,150
CIM,2950,109
Force,2950,159
CIM,2951,176
Force,2951,158
CIM,2952,131
Force,2952,162
CIM,2953,176
Force,2953,153
CIM,2954,174
Force,2954,165
CIM,2955,206
Force,2955,158
CIM,2956,184
Force,2956,150
CIM,2957,143
Force,2957,165
CIM,2958,181
Force,2958,153
CIM,2959,109
Force,2959,170
CIM,2960,171
Force,2960,150
CIM,2961,163
Force,2961,159
CIM,2962,179
Force,2962,161
CIM,2963,179
Force,2963,175
CIM,2964,191
Force,2964,149
CIM,2965,180
Force,2965,157
CIM,2966,134
Force,2966,163
CIM,2967,180
Force,2967,150
CIM,2968,108
Force,2968,170
CIM,2969,179
Force,2969,154
CIM,2970,151
Force,2970,164
CIM,2971,178
Force,2971,162
CIM,2972,182
Force,2972,167
CIM,2973,183
Force,2973,153
CIM,2974,181
Force,2974,165
CIM,2975,138
Force,2975,162
CIM,2976,180
Force,2976,154
CIM,2977,108
Force,2977,170
CIM,2978,183
Force,2978,152
CIM,2979,142
Force,2979,168
CIM,2980,178
Force,2980,160
CIM,2981,186
Force,2981,166
CIM,2982,182
Force,2982,158
CIM,2983,204
Force,2983,162
CIM,2984,154
Force,2984,164
CIM,2985,182
Force,2985,158
CIM,2986,107
Force,2986,173
CIM,2987,183
Force,2987,154
CIM,2988,125
Force,2988,175
CIM,2989,180
Force,2989,155
CIM,2990,188
Force,2990,172
CIM,2991,182
Force,2991,159
CIM,2992,177
Force,2992,161
CIM,2993,165
Force,2993,165
CIM,2994,185
Force,2994,161
CIM,2995,114
Force,2995,165
CIM,2996,190
Force,2996,155
CIM,2997,120
Force,2997,176
CIM,2998,181
Force,2998,157
CIM,2999,182
Force,2999,165
